指标名称,1年期国债收益率,EURIBOR:6个月,GC001:收盘价,LIBOR:美元:3个月,USDCNH:即期汇率,上证综合指数,中国:CPI:当月同比,中国:M2:同比,中国:PPI:全部工业品:当月同比,中国:SHIBOR:隔夜,中国:iCPI:交通和通信:日环比,中国:iCPI:其他用品和服务:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:居住:日环比,中国:iCPI:总指数:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:衣着:日环比,中国:iCPI:食品烟酒:日环比,中国:中间价:美元兑人民币,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,"中国:价格:螺纹钢(HRB400,20mm)",中国:出厂价:石油焦(2#B):武汉石化,中国:出口金额:当月同比,中国:华东:开工率:聚氯乙烯:下游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:工业增加值:规模以上工业企业:当月同比,中国:开工率:乙二醇(非乙烯法),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家).1,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家).1,中国:开工率:尿素,中国:开工率:汽车轮胎(全钢胎),中国:开工率:汽车轮胎(半钢胎),中国:开工率:甲醇,中国:开工率:电炉,中国:开工率:石油沥青装置,中国:开工率:纯碱,中国:开工率:线材:主要钢厂,中国:开工率:聚氯乙烯,中国:开工率:聚氯乙烯:上游,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:苯乙烯,中国:开工率:螺纹钢:主要钢厂,中国:水泥价格指数,"中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",中国:社会消费品零售总额:当月同比,中国:社会融资规模:当月值,中国:经销价:汽油(93#IV):成都中石化,中国:进口金额:当月同比,中国出口集装箱运价指数:综合指数,中国进口原油运价指数:综合指数,中国进口干散货运价指数:综合指数,中国进口干散货运价指数:综合指数.1,中国进口集装箱运价指数:综合指数,中国香港:政府债券收益率:3月,中间价:欧元兑人民币,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:出口价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数.1,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,出厂价:液化气(汽运):荆门石化,加拿大:基准债券收益率:5年,南华工业品指数,南华综合指数,南华能化指数,南华金属指数,印尼:日用商品现价:咖啡:棉兰,印尼:日用商品现价:天然棕榈油:棉兰,印度:国债收益率:3月,原油运输指数(BDTI),唐山:市场价(不含税):废钢(6-8mm),固定资产投资完成额:制造业:累计同比,固定资产投资完成额:基础设施建设:累计同比,固定资产投资完成额:累计同比,地缘政治威胁指数,地缘政治行为指数,地缘政治风险指数,山东:价格:方坯(Q235),山东:库提价:港口内贸燃料油(4#船用),德国:上市联邦证券利率期限结构:1年期,成品油运输指数(BCTI),房地产开发投资完成额:累计同比,收盘价:焦炭,收盘价:美元兑韩元,新加坡:国库券收益率:6个月,日元指数,日本:企业债有效收益率:综合,日本:国债收益率:6月,期货收盘价(活跃合约):焦煤,期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,欧元兑美元,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,"武汉:价格:热轧板卷(Q235B,3.0mm)","河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)",法国:国债收益率:1个月,波罗的海干散货指数(BDI),泰国:债券市场协会指数:总收益:政府债券指数,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,美元兑日元,美元指数,美国:5年期盈亏平衡通胀率:非季调,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,花旗欧洲经济意外指数,花旗美国经济意外指数,英镑兑美元,菲律宾:国债收益率:6个月,越南:国债收益率:1年,运价:液化气(压力货):华南-海防港,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,韩国:KOSPI指数,韩国:国债收益率:3年,黎城:价格(干基含税):铁精粉(66%)
2003-05-01,,2.315,,1.2848,,,0.7,20.2,2.0,,,,,,,,,,,8.2769,,,,,37.3,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,4.3,2971.0,,40.9,,,,,,1.1485,9.4916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9376,,,,,,,,,,,,31.7,150.5573,183.5848,159.6802,,,2.1867,,32.87,,,,98.6948,0.3685,0.01,,25.3108,28.0427,1.1578,,,,2.4941,,151.735,,,17.4123,94.3553,1.3371,,-32.3935,27.0,-44.3118,-50.9301,1.6223,8.2059,,,,,,2.0208,612.8286,4.2874,
2003-06-01,,2.0844,,1.1225,,,0.3,20.83,1.3,,,,,,,,,,,8.2771,,,,,32.6,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,8.3,5842.0,,40.1,,,,,,0.9129,9.6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4734,,,,,,,,,,,,32.8,127.705,176.9334,145.7217,,,1.9584,864.1667,33.98,,,,97.5713,0.3599,0.01,,27.1756,30.1572,1.1667,,,,2.1342,,154.9606,,,18.3377,93.5626,1.362,,-14.5733,7.1073,-37.9211,2.0378,1.6595,7.3882,,,,,,2.1643,662.5484,4.075,
2003-07-01,,2.0922,,1.1093,,,0.5,20.7,1.4,,,,,,,,,,,8.2772,,,,,30.6,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,9.8,1344.0,,35.3,,,,,,0.909,9.4186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7452,,,,,,,,880.3871,,,,32.7,106.6519,166.5294,133.9568,,,2.0435,972.9355,34.1,,,,97.9003,0.5474,0.0168,,28.3213,30.5306,1.1374,,,,1.9713,,155.6785,,,18.5419,95.6313,1.5635,,5.2032,-1.7581,-22.1806,11.7742,1.6242,7.1428,,,,,,2.2056,703.9682,4.3674,
2003-08-01,,2.1721,,1.1354,,,0.9,21.55,1.4,,,,,,,,,,,8.277,,,,,27.2,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,9.9,3321.0,,27.3,,,,,,0.9268,9.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8929,,,,,,,,751.3226,,,,32.4,108.9833,179.277,137.3968,,,2.2684,,33.11,,,,98.4984,0.6403,0.0155,,28.4317,31.5723,1.1147,,,,2.0994,,153.7389,,,18.571,97.2519,1.8877,,32.5355,-14.0032,9.7032,48.029,1.5922,6.7773,,,,,,2.2356,732.5345,4.6142,
2003-09-01,,2.1766,,1.1425,,,1.1,20.67,1.4,,,,,,,,,,,8.2771,,,,,31.3,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,9.5,4040.0,,39.9,,,,,,0.783,9.2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9837,,,,,,,,,,,,31.4,97.768,145.9915,118.7183,,,2.2213,963.0667,32.84,,,,101.17,0.807,0.02,,26.6303,28.3363,1.1275,,,,2.0877,,151.2801,,,14.851,95.6673,1.8963,,44.82,-21.18,44.0233,50.9567,1.6158,6.8981,,,,,,2.8836,742.7747,4.2493,
2003-10-01,,2.1738,,1.1583,,,1.8,20.97,1.2,,,,,,,,,,,8.2768,,,,,36.7,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,10.2,1218.0,,39.7,,,,,,0.1868,9.6569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0423,,,,,,,,,,,,30.2,91.4841,129.5932,107.5534,,,2.2716,804.4194,31.26,,,,104.8442,0.7261,0.022,,28.7455,30.4748,1.1691,,,,2.0784,,148.1166,,,9.5381,92.0777,1.9797,,35.2226,-21.4484,44.4194,43.1516,1.6767,7.2491,,,,,,3.1096,753.8681,4.2629,
2003-11-01,,2.2235,,1.1723,,,3.0,20.37,1.9,,,,,,,,,,,8.2769,,,,,33.8,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,9.7,1832.0,,28.5,,,,,,0.1223,9.6789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1243,,,,,,,,,,,,29.6,93.1843,152.3481,117.2732,,,2.3623,921.0,32.46,,,,105.2357,0.7363,0.0123,,28.6343,30.7323,1.1715,,,,2.077,,143.0636,,,9.1867,91.8603,2.0227,,46.79,1.8067,50.0333,61.55,1.6911,7.485,,,,,,2.6873,789.6063,4.768,
2003-12-01,,2.1963,,1.1703,,,3.2,19.6,3.0,,,,,,,,,,,8.277,,,,,50.7,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,10.9,2498.0,,47.4,,,,,,0.0242,10.1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.979,,,,,,,,,,,,28.4,112.7483,166.6302,131.9602,,,2.3013,,29.72,,,,105.4561,0.7077,0.01,,29.5348,32.3019,1.2318,,,,2.0926,,142.4601,,,7.6332,88.3348,2.0368,,61.8774,13.2613,70.2032,76.0387,1.7532,7.5205,,,,,,2.1419,800.7819,4.8616,
2004-01-01,,2.1176,,1.1294,,,3.2,18.1,3.5,,,,,,,,,,,8.2769,,,,,19.8,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,11.8,2114.0,,15.2,,,,,,0.0256,10.4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7688,,,,,,,,,,,,40.7,107.9699,127.1111,114.1433,,,2.1391,,39.96,,,,105.7502,0.6872,0.0082,,30.4374,34.0153,1.2589,,,,2.0546,,143.5461,,,6.4398,86.5081,1.9697,37.95,45.3172,16.943,46.8269,53.7301,1.8193,7.666,,,,,,2.471,847.2145,4.8905,
2004-02-01,,2.0865,,1.124,,,2.1,19.4,3.5,,,,,,,,,,,8.2771,,,,,39.5,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,9.2,438.0,,77.0,,,,,,0.0317,10.4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.525,,,,,,,,,,98.2,40.85,53.0,104.9355,131.7462,116.2215,,,2.0949,,50.2,,,,105.2573,0.6348,0.0071,,30.2979,34.3229,1.2632,,,,2.0387,,146.2777,,,6.67,86.3957,2.2099,35.6155,19.3798,26.1738,30.6131,4.2298,1.8665,8.0244,,,,,,2.217,868.6026,4.83,
2004-03-01,,2.0201,,1.1123,,,3.0,19.1,4.0,,,,,,,,,,,8.2771,,,,,42.9,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,11.1,6557.0,,42.8,,,,,,0.0612,10.1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3151,,,,,,,,,,75.8,42.92,47.8,104.711,176.9208,133.8902,,,1.9674,,41.1,,,,104.119,0.6885,0.013,,32.6384,36.6541,1.2271,,,,2.0188,,148.3136,,,8.6855,88.4506,2.2691,30.1376,-18.0441,14.1,-23.2129,-38.2022,1.8271,8.9575,,,,,,1.9134,875.8776,4.5976,
2004-04-01,,2.0532,,1.1473,,,3.8,19.1,5.0,,,,,,,,,,,8.2769,,,,,32.4,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,13.2,2731.0,,42.9,,,,,,0.0843,9.9638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6727,,,,,,,,,,65.1,41.95,42.8,122.496,204.2121,149.5113,,,2.0813,918.5167,34.6,,,,105.8493,0.7537,0.0132,,32.7893,36.424,1.2006,,,,2.0347,,146.466,,,7.2057,89.6583,2.3723,19.68,-1.1667,28.5067,-23.2133,8.0967,1.808,8.9397,,,,,,2.0864,907.7625,4.5425,
2004-05-01,,2.1346,,1.2479,,,4.4,17.5,5.7,,,,,,,,,,,8.277,,,,,32.8,,,,17.5,,,,,,,,,,,,,,,,,,,,,,,17.8,2443.0,,35.4,,,,,,0.3332,9.8795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9048,,,,,,,,,,51.3,34.61,34.8,91.9692,159.863,121.7812,,,2.2426,985.121,32.0,,,,102.0416,0.741,0.0112,,36.7755,40.0816,1.1999,,,,2.0384,,144.5702,,,12.0729,90.5497,2.5006,15.4226,9.2226,35.9452,-19.9258,42.2161,1.7868,8.6121,,,,,2.2435,2.1972,804.6442,4.3903,
2004-06-01,,2.1878,,1.4945,,,5.0,16.2,6.4,,,,,,,,,,,8.2767,,,,,46.5,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,13.9,3229.0,,50.5,,,,,,0.324,10.0386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.185,979.0295,993.1249,,966.2824,,,,,,42.0,33.43,31.0,107.0846,180.2953,138.0796,,,2.3487,,28.7,,,,104.1437,0.898,0.0144,,35.613,38.2043,1.2146,,,,2.0097,,144.2661,,,9.4517,89.1423,2.5293,0.1867,18.1433,55.9467,-2.01,41.8067,1.8293,8.9887,,,,,2.4144,2.4116,770.501,4.282,
2004-07-01,,2.1869,,1.625,,,5.3,15.3,6.4,,,,,,,,,,,8.2767,,,,,33.9,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,13.2,590.0,,34.2,,,,,,0.2703,10.1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9797,988.3474,981.2129,,975.5407,,,,,,41.9,33.25,31.1,120.326,160.9302,130.9329,,,2.3013,,28.6,,,,103.8316,0.8819,0.016,,37.3374,40.5265,1.2274,,,,2.0063,,144.5457,,,9.2577,88.2471,2.3965,-34.5194,-7.1806,28.6742,-9.5323,-17.1968,1.8439,8.97,,,,,2.3406,2.3391,747.3761,4.1968,
2004-08-01,,2.1694,,1.6668,,,5.3,13.63,6.8,,,,,,,,,,,8.2768,,,,,37.5,,,,15.9,,,,,,,,,,,,,,,,,,,,,,,13.1,1501.0,,35.6,,,,,,0.5629,10.0814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8206,997.2241,964.5324,992.9844,,,,,,,40.7,31.14,30.3,124.4708,175.1206,138.1541,,,2.24,,28.8,,,,103.2519,0.8226,0.0113,,41.4139,44.8058,1.2184,,,,2.0087,,144.8257,,,10.2806,88.8719,2.3568,-52.5258,-26.8968,0.7516,9.2742,-65.8419,1.8204,8.4941,,,,,2.3609,2.2842,768.2203,3.8355,
2004-09-01,,2.1993,,1.895,,,5.2,13.94,7.9,,,,,,,,,,,8.2767,,,,,33.1,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,14.0,2981.0,,22.1,,,,,,0.8193,10.0908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0157,,988.2199,989.9262,,,,,,,41.7,28.46,29.9,129.9066,187.4335,152.4345,,,2.308,,28.3,,,,103.295,0.7313,0.0106,,42.41,45.4893,1.2209,2.1103,,,2.006,,146.3177,,,10.0567,88.7543,2.255,-28.5367,-53.48,-2.9,23.1533,-101.4833,1.7927,8.9494,,,,,2.2818,2.1311,835.187,3.587,
2004-10-01,,2.1913,,2.0795,,,4.3,13.45,8.4,,,,,,,,,,,8.2765,,,,,28.5,,,,15.7,,,,,,,,,,,,,,,,,,,,,,,14.2,483.0,,29.3,,,,,,0.621,10.3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9615,,981.5026,998.2392,,,,,,,40.4,28.21,29.5,97.684,148.4504,119.026,,,2.2669,,28.9,,,,103.6227,0.713,0.0085,,48.8713,52.7476,1.2504,2.0926,,,2.0144,,146.3709,,,8.808,86.8586,2.3677,2.443,-56.5613,8.7871,-4.9355,-83.8796,1.8072,9.1384,,,,,2.2462,2.1569,848.9498,3.5402,
2004-11-01,,2.2167,,2.3025,,,2.8,14.0,8.1,,,,,,,,,,,8.2765,,,,,45.9,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,13.9,1977.0,,38.5,,,,,,0.0417,10.7148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9111,,973.0427,972.6133,,,,,,,39.2,27.51,28.9,100.0371,155.5188,125.483,,,2.2516,,29.2,,,,105.8776,0.6939,0.0038,,44.9473,48.6418,1.2997,2.1085,,,2.0378,,146.1192,,,4.6278,83.5898,2.6203,30.2989,-30.5267,19.83,-47.7833,-8.0844,1.8595,9.1814,,,,,2.2189,2.0548,861.7299,3.4181,
2004-12-01,,2.2068,,2.4995,,,2.4,14.6,7.1,,,,,,,,,,,8.2765,,,,,32.7,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,14.5,3586.0,,24.6,,,,,,0.097,11.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6541,,971.144,935.717,,,,,,,36.3,24.86,27.6,79.4639,142.2156,107.3844,,,2.2159,,28.1,,,,105.4434,0.6466,0.008,,40.4069,43.4916,1.3407,2.0982,,,2.0409,,147.0821,,,3.7178,81.5925,2.6766,20.1469,-8.9094,8.775,-43.1,23.1281,1.9297,9.2761,,,,,2.1002,1.8286,873.0969,3.28,
2005-01-01,,2.192,,2.661,,,1.9,14.13,5.8,,,,,,,,,,,8.2765,,,,,42.1,,,,20.9,,,,,,,,,,,,,,,,,,,,,,,11.5,3620.0,,23.9,,,,,,0.3865,10.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6326,,970.8284,904.4461,,,,,,,28.05,29.74,26.05,77.3635,126.4127,99.387,,,2.2303,,27.55,,,,106.3274,0.6429,0.0061,,44.149,46.9703,1.3121,2.0855,,,2.0387,,147.4095,,,3.1703,83.0542,2.5781,13.0968,2.8484,3.3355,-1.6839,6.0419,1.8797,8.9537,,,,,2.06,1.846,904.1694,3.6558,834.6154
2005-02-01,,2.1846,,2.8237,,,3.9,13.9,5.38,,,,,,,,,,,8.2765,,,,,30.0,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,15.8,824.0,,-5.0,,,,,,1.1543,10.7753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5754,,989.9655,938.2182,,,,,,,19.8,34.62,24.5,105.7858,108.7996,109.608,,,2.2364,,27.0,,,,104.4079,0.6611,0.001,,46.0914,48.4796,1.3014,2.0854,,,2.0374,,148.1225,,,4.9964,83.7336,2.6975,56.225,12.4286,16.2607,71.7714,-29.6536,1.8884,7.913,,,,,2.3318,2.0648,964.88,4.2148,881.0234
2005-03-01,,2.1933,,3.0294,,,2.7,14.0,5.6,,,,,,,,,,,8.2765,,,,,32.8,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,13.9,4189.0,,18.6,,,,,,1.9771,10.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7577,,,956.0185,,,,,,,25.6,30.53,25.3,87.8553,87.1463,90.4784,,,2.2765,,26.7,,,,103.6552,0.6923,0.0079,,53.2916,54.9,1.3182,2.0999,,,2.039,,149.8808,,,5.3061,82.871,2.8745,93.7935,6.8387,37.0032,44.2774,-22.0452,1.9034,7.904,,,,,1.9595,1.707,990.8045,4.0494,923.5837
2005-04-01,,2.1723,,3.1528,,,1.8,14.1,5.78,,,,,,,,,,,8.2765,,,,,31.9,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,12.2,1999.0,,16.2,,,,,,2.1933,10.7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5876,,,920.7223,,,,,,,28.8,27.68,25.7,72.9703,102.428,86.9366,,,2.185,,25.9,,,,102.5208,0.6247,0.0031,,53.7701,53.7753,1.2939,2.0615,,,2.0358,,151.4762,,,7.1203,84.2447,2.7727,72.4078,-19.0489,7.4722,-45.3789,-2.6422,1.896,8.0438,,,,,1.7956,1.291,956.9608,3.8557,917.6083
2005-05-01,,2.1443,,3.2746,,,1.8,14.6,5.9,,,,,,,,,,,8.2765,,,,,30.3,,,,16.6,,,,,,,,,,,,,,,,,,,,,,,12.8,1968.0,,15.0,,,,,,2.1287,10.5319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.493,,,920.0248,,,,,,,31.7,25.01,26.4,90.9937,105.3313,98.7941,,,2.1087,,24.3,,,,103.3383,0.6239,0.0012,,49.9767,50.5413,1.2676,2.0263,,,2.0186,,153.1233,,,6.7474,85.7194,2.5723,23.9796,-20.8656,-21.8344,-92.5591,19.4989,1.853,7.3817,,,,,1.7082,1.1554,939.7125,3.7143,854.8548
2005-06-01,,2.1075,,3.4253,,,1.6,15.67,5.2,,,,,,,,,,,8.2765,,,,,30.6,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,12.9,4723.0,,15.1,,,,,,2.7793,10.0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2263,,,986.0393,,,,,,,35.1,26.17,27.1,69.3158,95.1893,81.7572,,,2.016,,23.5,,,,102.6207,0.5903,0.001,,55.799,56.935,1.2161,1.998,,,2.0173,,154.9183,,,8.6653,88.4113,2.3837,15.7533,-25.9567,-27.8133,-91.5,-2.4133,1.8188,7.2537,,,,,1.5716,1.0952,990.3767,3.777,839.8349
2005-07-01,,2.1343,,3.6144,,,1.8,16.3,5.2,,,,,,,,,,,8.2227,,,,,28.7,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,12.7,629.0,,12.4,,,,,,2.9258,9.9319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3355,,,,,,,,,,35.1,26.48,27.2,116.6594,237.0015,164.7705,,,2.1161,,23.5,,,,100.1255,0.5997,0.001,,58.1239,59.3539,1.2045,2.0292,,,2.0197,,153.0353,,,11.9229,89.701,2.3123,40.6645,15.8032,4.7645,7.3032,14.7258,1.7519,7.7381,,,,,1.5719,1.1931,,4.119,830.9524
2005-08-01,,2.1595,,3.8041,,,1.3,17.34,5.3,,,,,,,,,,,8.1016,,,,,33.2,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,12.5,2097.0,,23.5,,,,,,3.221,9.9612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4139,,,,,,,,,,35.7,27.34,27.4,94.3651,143.2987,116.8876,,,2.1458,,22.3,,,,100.3342,0.7139,0.0021,,64.0839,65.3203,1.2299,2.0606,,,2.0223,,148.8786,,,10.5561,87.9213,2.4139,41.8452,40.971,17.1581,91.7516,14.4387,1.7951,7.7198,,,,,1.5852,1.2347,,4.3313,824.4977
2005-09-01,,2.1651,,3.8983,,,0.9,17.92,4.5,,,,,,,,,,,8.0921,,,,,25.9,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,12.7,6041.0,,23.5,,,,,,3.3197,9.9292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.465,,,,,,,,,,36.1,28.34,27.7,78.099,130.9953,103.7675,,,2.1247,,22.2,,,,100.0627,0.7017,0.0011,,63.8263,65.5343,1.2254,2.0486,,,2.025,,147.4932,,,11.0473,87.932,2.606,31.0567,52.3467,7.0967,142.6,9.4267,1.8092,8.2742,,,,,1.5544,1.1931,,4.5243,820.0
2005-10-01,,2.273,,4.1658,,,1.2,17.99,4.0,,,,,,,,,,,8.0894,,,,,29.7,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,12.8,-974.0,,23.4,,,,,,3.4435,9.7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,,,,,,,,,,37.1,27.67,27.6,73.7712,105.8159,87.4187,,,2.3029,,21.6,,,,97.4387,0.86,0.0093,,59.7019,62.0968,1.2025,2.1647,,,2.0497,,142.2428,,,14.81,89.711,2.6348,19.8323,40.0258,10.529,119.4194,12.8677,1.7643,8.2035,,,,,1.5587,1.1246,,4.7974,815.6452
2005-11-01,,2.5011,,4.3531,,,1.3,18.3,3.2,,,,,,,,,,,8.0839,,,,,18.6,,,,16.6,,,,,,,,,,,,,,,,,,,,,,,12.4,2368.0,,21.0,,,,,,3.5797,9.5442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.894,,,,,,,,,,38.0,27.4,27.8,70.1967,93.6796,82.0723,,,2.55,,22.2,,,,94.84,0.897,0.0252,,56.3683,58.5613,1.1786,2.367,,,2.1453,,139.9989,,,18.4633,91.5553,2.4737,34.4633,40.17,29.66,100.3033,31.98,1.7346,7.9404,,,,,1.6141,1.1853,,5.0967,800.0
2005-12-01,,2.6015,,4.4939,,,1.6,17.57,3.2,,,,,,,,,,,8.0762,,,,,18.2,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,12.5,2524.0,,22.2,,,,,,3.5781,9.5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9195,,,,,,,,,,39.2,27.05,27.2,69.477,131.5339,95.3541,,,2.6352,,19.8,,,,94.4784,0.9024,0.0143,,57.5827,59.5446,1.186,2.4575,,,2.2719,,144.414,,,18.3227,90.8949,2.3061,10.8237,37.728,32.1989,71.2892,54.4548,1.7461,7.6235,,,,,1.8118,1.5657,,5.0634,787.7419
2006-01-01,,2.6502,,4.6029,,,1.9,19.21,3.05,,,,,,,,,,,8.0661,,,,,28.1,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,15.5,6323.0,,25.4,,,,,,3.4648,9.7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9138,,,,,,,,,,37.3,23.58,26.9,89.0438,99.0964,93.7034,,,2.6932,,19.75,,983.1054,,95.4577,0.8799,0.0207,,63.8434,65.6751,1.2114,2.5006,,,2.2981,,147.4181,,,15.5463,89.1534,2.4094,-7.5559,22.6946,11.6882,83.0172,14.5548,1.7662,6.8698,,,,,1.8755,1.6611,,5.0146,780.0645
